t,evidence_window,Y_US,e_US,q_US,q_W,n_W,n_US_star,bond,asset_position,liability_position,foreign_liability_exposure_Y,NFA,NFA_over_Y,rebased_NFA_change_current_Y,VA_asset,VA_liability,VA,CA_asset,CA_liability,CA_bond,CA,RES,cum_VA_asset_current_Y,cum_VA_liability_current_Y,cum_VA_current_Y,cum_CA_asset_current_Y,cum_CA_liability_current_Y,cum_CA_bond_current_Y,cum_CA_current_Y,cum_RES_current_Y
71,false,183.61223782203166,185.58789558402128,4.5795482459764045,3.2127992296465857,13.930066106629841,2.852110049411263,-0.6229995962609232,44.754505656306364,13.061375574113026,0.07113564830451508,31.070130485932413,0.16921601116831606,0.1685046509124439,0.7480473259031727,-0.44597547938571963,0.30207184651745306,3.757573695183898,-0.4024293648060095,-0.019158097599990098,3.3359862327778984,-6.938893903907228e-15,0.0314706162629547,-0.03180336228825064,-0.0003327460252959405,0.2081477117469817,-0.03687570501856588,-0.0024346097906759413,0.16883739693773986,-2.8900683178625925e-17
72,false,204.87729027250052,207.14315583072673,4.751607453191747,3.275378640605257,15.225597569030729,2.943290983698466,-0.6430673738174242,49.869597068054574,13.9853633750537,0.068262145386891,35.24116631918345,0.1720110914797357,0.17137356621617614,0.8717353315682496,-0.4907317939926136,0.381003537575636,4.243356080179961,-0.43325600694806166,-0.02006777755650102,3.790032295675398,1.9984014443252818e-15,0.03245906659738945,-0.03089760854208638,0.0015614580553030737,0.2072549045094329,-0.03516293444280793,-0.0022798619057518535,0.16981210816087308,-1.6146824590894155e-17
73,false,229.10056542637903,231.70427289517224,4.935322994434926,3.342244248591062,16.662423542164966,3.0379340133336705,-0.6640981886084162,55.68988925138917,14.993185591581643,0.0654436865473371,40.03260547119911,0.17473813474311786,0.1741680163401569,1.0180688384004306,-0.5407282961063311,0.4773405422940995,4.802223344934159,-0.46709392042161113,-0.021030814790992003,4.314098609721556,6.8833827526759706e-15,0.0334708665313721,-0.029990963127139978,0.003479903404232127,0.2063026186275425,-0.03348390097954077,-0.0021306047120769234,0.17068811293592476,1.5605658053851915e-17
74,false,256.7581692445872,259.75606157276223,5.131723837071051,3.4137558395366545,18.25792111659557,3.1362070965885662,-0.6861500316775229,62.32808482957772,16.094148715554937,0.06268212911357726,45.54778608234526,0.1773956646300767,0.17688695852400568,1.1915564165095125,-0.5966528000916779,0.5949036164178346,5.4466391616790375,-0.5043103238816162,-0.02205184306910668,4.920276994728315,-1.1102230246251565e-16,0.034506208274596134,-0.029084174545143743,0.005422033729452386,0.20529312034461344,-0.0318412107199103,-0.00198698483014983,0.17146492479455325,1.3492239766773126e-17
75,false,288.4124309531866,291.87130897986975,5.341943444938726,3.490307246414155,20.031813251802316,3.2382910260796627,-0.7092861089102652,69.91718295158071,17.298767519570156,0.059979271567451926,51.909129323100295,0.17998228839007943,0.1795294145383988,1.3976695481338137,-0.65929222603667,0.7383773220971437,6.191428573869188,-0.5453265779785499,-0.023136077232742358,5.622965918657896,-6.439293542825908e-15,0.0355651120112658,-0.028178021347342378,0.007387090663923409,0.20422876405636448,-0.030237315084277194,-0.0018491250976118419,0.17214232387447537,-1.0315265370039189e-17
76,false,324.7291117715482,328.7283640958985,5.5672314543353885,3.5723298347541976,22.0065097793468,3.344381008744234,-0.7335755655115537,78.61451144357059,18.618943147162817,0.05733684622726872,59.26199273089622,0.1824967044303312,0.18209447856346703,1.643061172057194,-0.7295481391125614,0.9135130329446325,7.054267319932675,-0.5906274884800978,-0.02428945660128845,6.439350374851289,1.2212453270876722e-15,0.0366474121135185,-0.027273316294416497,0.009374095819101987,0.2031120070269364,-0.02867450037551509,-0.0017171239070562548,0.17272038274436502,-5.4008260135493495e-18
77,false,366.49834010244,371.132542704672,5.808966780843174,3.660296354442583,24.207501155719367,3.4546884931721538,-0.7590942598095944,88.60662823044422,20.0681706949982,0.05475651182864551,67.77936327563641,0.18493770874021256,0.1845813239106337,1.9358360757775566,-0.8084550351152244,1.1273810406623321,8.05628071109607,-0.6407725127201613,-0.025518694298040767,7.389989504077867,-3.774758283725532e-15,0.03775274304450848,-0.02637091018683509,0.011381832857673378,0.20194542306085833,-0.027154877556532335,-0.0015910544513656497,0.1731994910529603,-1.5084826076955204e-17
78,false,414.6601385557322,420.04223507687357,6.068672293058265,3.754725226315659,26.663813639153133,3.569443254935771,-0.7859257443930665,100.11529370070781,21.661781382872423,0.0522398450410998,77.66758657344232,0.1873042025306791,0.18698921095967044,2.2858870250007666,-0.8972016446628553,1.3886853803379111,9.222778445262827,-0.6964090432113651,-0.026831484583472065,8.499537917467991,5.329070518200751e-15,0.03888052693292621,-0.025471694703803435,0.01340883222912277,0.20073171508180837,-0.025680371955825804,-0.0014709643954348916,0.17358037873054766,-4.811004993925165e-19
79,false,470.33562122963053,476.60082252574585,6.348031226433864,3.856185326462812,29.408535986144017,3.6888957707984824,-0.8141623464063511,113.40476494252212,23.417225544088584,0.049788330900532966,89.17337705202719,0.18959520186647813,0.1893174970901806,2.7053132021334925,-0.9971558604435842,1.7081573416899083,10.584158039680815,-0.7582883007725795,-0.028236602013284595,9.797633136894952,1.0658141036401503e-14,0.040029963790619315,-0.024576604011730778,0.015453359778888532,0.19947372598051208,-0.024252713124972694,-0.00135687554424734,0.173864137311292,2.2236563348787856e-17
80,false,534.8652078440839,542.175784824806,6.64890569635499,3.965301273735542,32.47942946780759,3.8133199880812887,-0.8439064479054098,128.79072303890115,25.354404990778022,0.04740335437591029,102.59241160021772,0.19180984310746935,0.19156564242557267,3.2089402620322764,-1.1098945596332748,2.0990457023990015,12.177017834346746,-0.8272848870561617,-0.029744101499058706,11.319988845791524,-1.7763568394002505e-15,0.04120002166175029,-0.02368661615937155,0.017513405502378735,0.19817444677253818,-0.022873426055337185,-0.0012487837940070871,0.17405223692319388,1.6232671091582488e-17
81,false,609.8555419147591,618.4067297326192,6.973357379971889,4.082759354150622,35.91963537600189,3.9430164536759715,-0.8752720269409845,146.65122732905132,27.496062886591922,0.0450861900840693,118.27989241551842,0.19394739292547197,0.19373322015913413,3.8149714382656628,-1.237238090302947,2.577733347962716,14.045532851884518,-0.9044198055109517,-0.03136557903557469,13.109747467337993,-6.217248937900877e-15,0.042389431284649705,-0.022802752471259784,0.019586678813389918,0.1968370233012379,-0.02154382256731476,-0.001146659388178916,0.1741465413457442,4.04200977107393e-18
82,false,697.2372271592939,707.2645155844501,7.323670827395865,4.209314102330285,39.77849616348092,4.078315949706466,-0.9083864178819169,167.44018487043138,29.868243545768507,0.04283799312819061,136.66355490678094,0.1960072548959842,0.1958199234635957,4.545800409715224,-1.3812916871366896,3.1645087225785344,16.243157131664834,-0.9908889720398969,-0.03311439094093238,15.219153768684004,-1.1546319456101628e-14,0.043596682467915655,-0.02192607631541775,0.02167060615249791,0.19546475910528655,-0.020264994478725627,-0.0010504473154631223,0.17414931731109778,-1.302465938850944e-17
83,false,799.3360414720089,811.1241979070595,7.70237967663166,4.345795643807498,44.11250960712093,4.21958368222335,-0.9433923760803323,191.7039520880425,32.500835597803714,0.04065979001516326,158.25972411415847,0.19798897572880228,0.19782557205162318,5.429030474037286,-1.5444943401333244,3.8845361339039615,18.83473674357386,-1.088097711901882,-0.035005958198415454,17.711633073473564,2.6645352591003757e-15,0.044820023885493165,-0.021057690532483877,0.023762333353009292,0.1940611149021174,-0.019037808232221228,-0.0009600679712822885,0.17406323869861387,-8.027590155726651e-18
84,false,918.9609777697219,932.8552404515708,8.11229607397475,4.493117910856907,48.98643890213038,4.367224080998139,-0.9804505721609613,220.1018460202596,35.428214766449194,0.03855246917277371,183.69318068164944,0.19989225345287756,0.19975012070552706,6.4987549205598985,-1.729676541304689,4.769078379255209,21.899139011657155,-1.197702627340789,-0.03705819608062899,20.664378188235737,1.7763568394002505e-14,0.04605746752663193,-0.02019873311610221,0.02585873441052972,0.1926297053774559,-0.017862900922982566,-0.0008754181594760441,0.17389138629499729,1.2347451666448934e-17
85,false,1059.5133378841308,1075.9333337875491,8.556543867444876,4.652287807018993,54.474605116743405,4.521686385576719,-1.019742460843484,253.4315411767998,38.690007913015464,0.036516772870722115,213.72179080294086,0.20171694226119657,0.20159366448468535,7.797166393402473,-1.9401296615730217,5.857036731829451,25.532528763137755,-1.3216634849932496,-0.03929188868252265,24.171573389461983,-1.2434497875801753e-14,0.04730679642539315,-0.01935037197039806,0.027956424454995094,0.19117429098985944,-0.016740678714250133,-0.0007963722459190726,0.17363724002969022,-1.0265766182892609e-18
86,false,1225.1222267920039,1244.5793174491782,9.038595943460754,4.824415467692655,60.662393906198865,4.683471095736676,-1.0614737156745158,292.6605914683305,42.33200284724121,0.03455328939553079,249.26711490541476,0.20346305817838556,0.20335644477637396,9.376586344866547,-2.179688309259987,7.19689803560656,29.852463946664134,-1.462306624965765,-0.041731254831031794,28.348426066867336,1.7763568394002505e-15,0.048565577237087675,-0.018513798059405184,0.030051779177682494,0.18969876639942704,-0.015671317186220893,-0.0007227836145147063,0.17330466559869145,5.62135928074803e-19
87,false,1420.813222386006,1443.9321721730369,9.562316368236564,5.010725734680239,67.64801340623897,4.853137493010321,-1.1058782454226497,338.96564167463544,46.40723608671515,0.032662446657684086,291.4525273424976,0.20513078197080284,0.20503885261202406,11.302026804769886,-2.4528294716844408,8.849197333085446,35.00302340153508,-1.6224037677894985,-0.044404529748133914,33.336215103997446,-4.618527782440651e-14,0.04983117683548321,-0.017690217532176,0.03214095930330721,0.18820714383797327,-0.014654764220711493,-0.000654486308544874,0.17289789330871688,-3.202151548677186e-17
88,false,1652.7188269168958,1680.2649329518458,10.132007833923126,5.212571020562919,75.54454779140586,5.031312369177656,-1.1532230494937683,393.7813205790127,50.97729633942234,0.03084450634263008,341.65080119009656,0.20672046304902164,0.20664143300086638,13.65443260537766,-2.7647910115714565,10.889641593806203,41.161246298999544,-1.8052692411357252,-0.04734480407111863,39.3086322537927,4.973799150320701e-14,0.05110078385071495,-0.016880842363378442,0.0342199414873365,0.18670353346619964,-0.01369074500051649,-0.0005912969521532668,0.1724214915135299,2.5663160785041176e-18
89,false,1928.3416491191424,1961.254787400227,10.752465220096438,5.431445734066332,84.48235800571031,5.218700233921883,-1.2038139022171748,458.8613429939799,56.113892759354194,0.029099559606041162,401.54363633240854,0.20823262128670603,0.2081648872062136,16.534791254588868,-3.1217149216014226,13.413076332987444,48.545231160378385,-2.0148814983304324,-0.050590852723406465,46.479758809324544,-7.105427357601002e-15,0.05237143472009127,-0.016086880104437682,0.036284554615653594,0.1851921189043462,-0.01277876953311602,-0.0005330167806701687,0.17188033259056001,-1.4852287509041687e-18
90,false,2256.8842788712873,2296.321727734054,11.429036142913024,5.6690024306609805,94.61189124995795,5.416095303014511,-1.2580021284321754,536.355041465444,61.900748971614306,0.027427524552819386,473.1962903653975,0.2096679456697941,0.20961007187905473,20.06934988836298,-3.53082083316766,16.53852905519532,57.42434858310108,-2.2560353790924568,-0.054188226215000634,55.114124977793615,1.4210854715202004e-14,0.05364004252082588,-0.015309522985476685,0.0383305195353492,0.18367712887888743,-0.011918142700584992,-0.0004794338345968864,0.17127955234370554,5.0276508913603085e-18
91,false,2649.663693655113,2697.054118788821,12.167689238781227,5.927069976696276,106.10697225367451,5.62439552174427,-1.3161927977128538,628.903449562899,68.43589686457707,0.025828144540929375,559.1513599006091,0.21102729423343553,0.21097799950641372,24.41625860063491,-4.000615563088903,20.41564303754601,68.13214949682015,-2.534532329873866,-0.0581906692806784,65.5394264976656,2.4868995751603507e-14,0.05490343081358977,-0.014549936053525413,0.040353494760064355,0.18216280624880768,-0.01110797619133612,-0.0004303253111222129,0.17062450474634933,1.3668082517298418e-17
92,false,3120.6330280517773,3177.7446923809275,12.975091483828123,6.207673907508283,119.1686618633471,5.844619128309863,-1.3788544376786387,739.7601928417772,75.83446787795225,0.024300988676421203,662.5468705261462,0.21231168950992507,0.2122698343967784,29.77403350094165,-4.541149571288033,25.232883929653617,81.08270977793656,-2.857421442087143,-0.06266163996578489,78.16262669588363,-1.4921397450962104e-13,0.056158368898064526,-0.01380924526849008,0.04234912362957445,0.1806533734540668,-0.01034720275533792,-0.0003854599315248916,0.16992071076720397,-3.621000979157053e-17
93,false,3687.0399947387846,3756.0671339627006,13.858695630703217,6.5130593002041115,134.02978530400006,6.077924181197434,-1.4465306889540666,872.943939678578,84.23210129370631,0.022845453646801,787.2653076959175,0.2135223129717346,0.2134868876851457,36.392368600174606,-5.164329698680089,31.228038901494518,96.79137823662609,-3.2333037170739676,-0.06767625127542787,93.49039826827669,6.750155989720952e-14,0.057401609336213515,-0.01308852538753567,0.044313083948677855,0.17915299617278946,-0.009634592093934293,-0.0003446003423872803,0.16917380373646784,-1.2339598341587019e-17
94,false,4370.25959057604,4453.932036760725,14.826839374974137,6.845716429956042,150.9602502303718,6.325631707389149,-1.51985450670639,1033.4310652723316,93.7891252707023,0.021460767564688312,938.1220854949229,0.21466049465754272,0.21463060754311136,44.58596368049611,-5.884304274179249,38.70165940631686,115.90116191325754,-3.6727197028167473,-0.07332381775232344,112.15511839268846,6.394884621840902e-14,0.05862992523785374,-0.012388788292331344,0.04624113694552241,0.17766574453699077,-0.008968768393224946,-0.00030750554617689637,0.1683894705975889,4.222232851740764e-18
95,false,5196.849547931175,5298.572165382272,15.888857717615203,7.208409581814818,170.27329862159633,6.589253112321483,-1.5995650664456496,1227.3996773111307,104.69570516702919,0.020145995030529166,1121.1044070776559,0.21572770131934235,0.21570256792895387,54.75224896144312,-6.7179369020392,48.03431205940392,139.21636307735614,-4.188642994287685,-0.07971055973925956,134.9480095233292,-1.3500311979441904e-13,0.059840147219718615,-0.011710971655210678,0.04812917556450795,0.17619555436648932,-0.008348228802911042,-0.00027393319913232507,0.16757339236444593,-2.2427215778615664e-17
96,false,6199.891037114963,6323.921471490578,17.055210843358196,7.604209309238466,192.33286096259403,6.870522831626181,-1.6865285246404171,1462.539331804225,117.1782154974909,0.018900044338846674,1343.6745877820936,0.21672551658381317,0.21670444936703526,67.3941251819532,-7.6853959638679115,59.70872921808529,167.745529311141,-4.797114366593794,-0.08696345819476758,162.86145148635245,-4.973799150320701e-14,0.061029196310674896,-0.011055928774512962,0.04997326753616194,0.1747461866478645,-0.0077713629414765855,-0.00024364187551461348,0.16673118183087335,-2.6821254871769658e-17
97,false,7420.69541497929,7572.371185264083,18.337629938520816,8.036528487348013,217.5622142373539,7.171437277254121,-1.7817630770767383,1748.4449324890063,131.50716291759937,0.01772167641487363,1615.1560064943303,0.21765561260390823,0.2176380112281376,83.14918437480647,-8.810889673028168,74.3382947017783,202.75641630997472,-5.518057747080316,-0.09523455243632117,197.14312401045808,3.694822225952521e-13,0.06219411062904774,-0.01042441968888281,0.051769690940164946,0.1733211863246482,-0.007236472889819888,-0.00021639314685572962,0.16586832028797263,2.7381984241184278e-17
98,false,8910.981643543344,9097.010920215922,19.74928399051226,8.509162480114167,246.45418292989655,7.494301376966729,-1.8864695390698523,2097.118686454269,148.007086204203,0.016609515328925063,1947.2251307109964,0.21851971069000045,0.2185050529952926,102.82729799004593,-10.123588491038271,92.70370949900766,245.84645597521694,-6.376334795565363,-0.10470646199311395,239.36541471765847,-5.684341886080802e-14,0.06333206285781641,-0.009817103814093977,0.053514959043722436,0.1719238407098906,-0.006741793260589104,-0.0001919534977313913,0.16499009395157013,1.6423549268202626e-17
99,false,10735.660116091896,10964.494893624857,21.30497202295606,9.026333537572643,279.5831646395793,7.841784478980924,-2.002068847961124,2523.6108955269287,167.06899893473965,0.015562061124151703,2354.5398277442278,0.21931952039120173,0.2193073539806535,127.4589704009194,-11.658794963674236,115.80017543724516,299.0332386717402,-7.403117766862408,-0.11559930889127168,291.51452159598654,-3.268496584496461e-13,0.06444036160735817,-0.009234534790759986,0.05520582681659819,0.17055713458927949,-0.0062855113730165835,-0.00017009605220758345,0.16410152716405532,-1.6813098630824585e-17
100,false,12976.399363298617,13258.715498094605,23.021346374784894,9.592739369105066,317.61931636567294,8.216987705741333,-2.1302481414595897,3046.839320489228,189.16612013122028,0.014577704865206462,2855.542952216548,0.2200566484022472,0.22004658286366277,158.35753485014723,-13.459437752292285,144.89809709785496,364.87089011215204,-8.637683444188347,-0.1281792934984658,356.10502737446524,2.5579538487363607e-13,0.06551642955975487,-0.008677157772639226,0.056839271787115654,0.16922370034694997,-0.005865787193326294,-0.00015060207707658945,0.1632073110765471,5.8025088752842656e-18
101,false,15736.205524132656,16085.52177346648,24.91717542770759,10.213605278494176,361.3452984971364,8.623525550105535,-2.2730172639065924,3690.6382480894063,214.87389893729824,0.013654746603796761,3473.4913318882013,0.2207324584418614,0.22072415819131638,197.19900569492097,-15.578004020053033,181.62100167486793,446.5999219052573,-10.129774786024901,-0.14276912244700268,436.3273779967854,-1.9895196601282805e-13,0.06655774537981901,-0.00814530977112636,0.05841243560869266,0.16792575791476289,-0.005480773103432323,-0.0001332622287068592,0.16231172258262372,-7.858075655431579e-18
102,false,19145.31471218301,19578.793180574292,27.01365837646791,10.894738328597233,411.676046430099,9.065625357830395,-2.432778772399151,4485.102802007374,244.89570638547494,0.012791417120431922,4237.7743168495,0.2213478535379111,0.22134103127092614,246.12422530575404,-18.079074273995197,228.04515103175885,548.3403286122135,-11.94273317418152,-0.15976150849255877,536.2378339295394,2.8421709430404007e-13,0.06756173012932357,-0.007639223752070097,0.05992250637725348,0.1666650361158172,-0.0051286336441598804,-0.00011787757798473598,0.1614185248936726,8.386427863931293e-18
103,false,23368.79105580524,23908.275373704982,29.334811854665837,11.642580262706808,469.6821250442419,9.548249614309917,-2.612414396845346,5468.311838786281,280.09610597716704,0.011985904846694498,5185.603318412269,0.22190293481716375,0.22189734554863177,307.86861078886835,-21.04270783136736,286.825902957501,675.3404259900395,-14.157691760324754,-0.17963562444619496,661.0030986052686,-6.252776074688882e-13,0.06852554729041227,-0.007159037466765872,0.0613665098236464,0.16544266174112904,-0.004807565639701614,-0.00010426037644204982,0.1605308357249854,-1.988621514879173e-17
104,false,28616.345836295255,29289.71254807873,31.90796059935578,12.464252800358663,536.617320069009,10.077247797856685,-2.815392100047405,6688.533934391106,321.5444256839559,0.011236390122044453,6364.174116607103,0.22239646365103566,0.22239189932094178,385.92490357481813,-24.56906650904778,361.35583706577034,834.2971920300065,-16.87925319774107,-0.202977703202059,817.2149611290635,6.252776074688882e-13,0.06944576751894756,-0.006704808445082039,0.06274095907386552,0.16425899424282508,-0.004515819415178228,-9.22345805706696e-5,0.1596509402470762,5.6108072527673905e-18
105,false,35155.05625722237,35997.98180427551,34.76438577435622,13.36758335942134,613.9512337867427,10.659547300758266,-3.0458984959485456,8207.044296263863,370.5726145435579,0.01054109007342084,7833.425783224357,0.22282501060185422,0.22282129522027377,484.74282374065365,-28.784904304515607,455.957919436138,1033.7675381321028,-20.24328455508641,-0.23050639590114042,1013.2937471811152,0.0,0.07031782016909603,-0.006276537290130628,0.0640412828789654,0.1631133707239837,-0.0042517222438913215,-8.163613878408896e-5,0.15878001234130834,4.56721785882505e-18
106,false,43325.880608647254,44384.16515715477,37.94022194107246,14.361089366199566,703.4077805247838,11.30339699383077,-3.309002006212669,10101.701996996511,428.85339063399067,0.00989831907879092,9669.539604356309,0.2231816057404359,0.2231785910423699,609.9642386360318,-33.85297583857055,576.1112627974613,1284.6934620966163,-24.427800251862173,-0.2631035102641235,1260.00255833449,7.958078640513122e-13,0.07113510722158814,-0.005874202527412014,0.06526090469417613,0.16200370512036508,-0.004013705722376888,-7.23130497944426e-5,0.15791768634819378,2.2073842502036055e-17
107,false,53565.1609045153,54897.808390297716,41.477759102625335,15.453881787212595,807.0106182965544,12.0186830439739,-3.610852134087853,12471.446696180297,498.5080400287572,0.009306572249776164,11969.327804017452,0.22345359561887346,0.22345115719721517,768.6786914390792,-39.98618691746142,728.6925045216178,1601.0660077447071,-29.668462477305113,-0.30185012787518417,1571.0956951395267,-1.3642420526593924e-12,0.071887581199823,-0.005497811997915682,0.06638976920190731,0.1609258527070253,-0.0038003395110886478,-6.412520062880692e-5,0.1570613879953079,-7.614527445724763e-18
108,false,66432.70523008831,68116.04960499513,45.42742119293406,16.65541749052295,927.1367020281327,12.817345326262362,-3.9589186541776713,15441.848843065127,582.2589447114052,0.00876464299767356,14855.630979699543,0.22361923887108573,0.22361727275442636,969.6520708338754,-47.46973679422001,922.1823340396554,2000.750076050954,-36.281167888428016,-0.3480665200898181,1964.1208416424363,-6.821210263296962e-13,0.07255947064241501,-0.005147478488208085,0.06741199215420693,0.15987259939534718,-0.0036103748065199723,-5.6943988607780464e-5,0.15620528060021946,-1.6407497036235658e-17
109,false,82648.5965568482,84781.91212627804,49.85089477110005,17.974975122208765,1066.5792907592008,13.713934694205207,-4.362269321950762,19171.736217259702,683.6519153385619,0.008271790977942686,18483.722032599188,0.22364229766304047,0.2236407173041001,1223.4103107772394,-56.69718839295089,1166.7131223842885,2506.4770634173374,-44.69578223420586,-0.40335066777309025,2461.3779305153585,-2.2737367544323206e-12,0.07312564867884938,-0.004823531506721835,0.06830211717212753,0.15883205378311674,-0.0034428019274370517,-5.0651723707126914e-5,0.1553386001319726,-4.0699192832517553e-17
110,false,103141.6553490273,105854.9420961821,54.82623871197276,19.420631833537172,1228.6219871157793,14.726352404967406,-4.834952864796912,23860.6152743644,807.3905123113772,0.007827977062993603,23048.38980918823,0.2234634467635155,0.2234621804036919,1541.9075098499313,-68.23154188633794,1473.6759679635934,3146.971547254767,-55.507055086477294,-0.4726835428461502,3090.9918086254434,5.002220859751105e-12,0.07354584061886991,-0.004526683712654221,0.06901915690621568,0.15778511432262635,-0.0032969201576380216,-4.517066751216693e-5,0.15444302349747618,1.5885819222140745e-17
